trial_num,repeating_trial,reward,trial_start_time(ms),log_sent_config_to_cameras(ms),object_in_position_time(ms),arm_liftoff_time(ms),log_started_camera_recording(ms),log_started_ps_recording(ms),log_started_ephys_recording(ms),log_sent_start_sync_messages(ms),log_started_monitoring_ps(ms),started_touching_time(ms),trial_end_time(ms),log_starting_finishing_recordings(ms),log_sent_end_sync_messages(ms),log_stopped_camera_recordings(ms),log_stopped_ps_recordings(ms),trial_finished_time(ms),pos_translation_z(mm),pos_tilt(deg),pos_aperture(mm),targetForce(N),targetForceRelRangeMin(N),targetForceRelRangeMax(N),
0,0,0,107070473,107070506,107073599,107073600,107073599,107073599,107070473,107070473,107073600,0,107078825,107079826,107079826,107079834,107079834,107079834,150,0,0,1,-0.25,100,
1,0,0,107082577,107082613,107084979,107084980,107084979,107084979,107082577,107082578,107084980,0,107094441,107095441,107095442,107095449,107095449,107095449,157.5,0,0,1,-0.25,100,
